Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
12/10/23,Buccaneers,29,Falcons,25,59 F,Overcast,5,2023,14
12/9/18,Panthers,20,Browns,26,31 F,Clear,0,2018,14
12/9/18,Bengals,21,Chargers,26,70 F,Clear,1,2018,14
12/10/17,Raiders,15,Chiefs,26,47 F,Clear,5,2017,14
12/11/16,Cardinals,23,Dolphins,26,75 F,Partly Cloudy,15,2016,14
12/11/23,Titans,28,Dolphins,27,72 F,Clear,11,2023,14
12/11/22,Texans,23,Cowboys,27,54 F,Mostly Cloudy,5,2022,14
12/8/19,Bengals,19,Browns,27,43 F,Partly Cloudy,14,2019,14
12/9/18,Ravens,24,Chiefs,27,26 F,Clear,0,2018,14
12/11/17,Patriots,20,Dolphins,27,56 F,Clear,3,2017,14
12/5/13,Texans,20,Jaguars,27,70 F,Fair,4,2013,14
12/8/13,Bills,6,Buccaneers,27,83 F,Partly Cloudy,11,2013,14
12/8/13,Browns,26,Patriots,27,31 F,Fair,3,2013,14
12/9/12,Titans,23,Colts,27,47 F,Light Rain Fog,7,2012,14
12/9/12,Dolphins,13,49ers,27,64 F,Fair,N/A,2012,14
12/9/12,Lions,20,Packers,27,32 F,Light Snow Fog/Mist,9,2012,14
12/11/11,Patriots,34,Washington,27,40 F,Fair,0,2011,14
12/10/23,Lions,13,Bears,28,36 F,Overcast,9,2023,14
12/10/23,Panthers,6,Saints,28,56 F,Clear Windy,21,2023,14
12/10/23,Seahawks,16,49ers,28,59 F,Mostly Cloudy,5,2023,14
12/11/22,Chiefs,34,Broncos,28,56 F,Foggy,8,2022,14
12/8/19,Seahawks,12,Rams,28,64 F,Partly Cloudy,5,2019,14
12/11/16,Chargers,16,Panthers,28,42 F,Mostly Cloudy,2,2016,14
12/13/15,Cowboys,7,Packers,28,52 F,Drizzle,9,2015,14
12/4/14,Cowboys,41,Bears,28,34 F,Overcast,6,2014,14
12/8/13,Dolphins,34,Steelers,28,26 F,Light Snow Fog/Mist,4,2013,14
12/13/09,Broncos,16,Colts,28,40 F,Overcast,12,2009,14
12/9/18,Eagles,23,Cowboys,29,49 F,Clear,6,2018,14
12/8/13,Vikings,26,Ravens,29,30 F,Wintry Mix,0,2013,14
12/10/23,Texans,6,Jets,30,54 F,Rain,0,2023,14
12/6/18,Jaguars,9,Titans,30,44 F,Overcast,4,2018,14
12/10/17,Seahawks,24,Jaguars,30,46 F,Clear,2,2017,14
12/10/17,Washington,13,Chargers,30,79 F,Clear,2,2017,14
12/12/16,Ravens,23,Patriots,30,33 F,Clear,1,2016,14
12/13/15,Titans,8,Jets,30,65 F,Mostly Cloudy,4,2015,14
12/7/14,Jets,24,Vikings,30,34 F,Mostly Cloudy,11,2014,14
12/8/13,Rams,10,Cardinals,30,55 F,Mostly Cloudy,10,2013,14
12/9/12,Chiefs,7,Browns,30,44 F,Overcast,0,2012,14
12/9/12,Falcons,20,Panthers,30,62 F,Fog/Mist,5,2012,14
12/12/11,Rams,13,Seahawks,30,36 F,Fair,3,2011,14
12/13/09,Bengals,10,Vikings,30,14 F,Partly Cloudy,10,2009,14
12/10/23,Jaguars,27,Browns,31,41 F,Overcast,11,2023,14
12/5/19,Cowboys,24,Bears,31,40 F,Drizzle,8,2019,14
12/10/17,Vikings,24,Panthers,31,39 F,Clear,2,2017,14
12/8/13,Panthers,13,Saints,31,52 F,Fog,4,2013,14
12/9/12,Ravens,28,Washington,31,49 F,Overcast,8,2012,14
12/10/23,Eagles,13,Cowboys,33,47 F,Clear,3,2023,14
12/12/21,Bills,27,Buccaneers,33,81 F,Partly Cloudy,6,2021,14
12/10/23,Colts,14,Bengals,34,40 F,Overcast,7,2023,14
12/11/22,Vikings,23,Lions,34,38 F,Mostly Cloudy,7,2022,14
12/9/18,Patriots,33,Dolphins,34,80 F,Humid And Mostly Cloudy,12,2018,14
12/9/18,Falcons,20,Packers,34,24 F,Mostly Cloudy,12,2018,14
12/7/14,Buccaneers,17,Lions,34,34 F,Partly Cloudy,5,2014,14
12/8/13,Lions,20,Eagles,34,27 F,Heavy Snow Freezing Fog,7,2013,14
12/11/11,Vikings,28,Lions,34,36 F,Fair,15,2011,14
12/11/11,Giants,37,Cowboys,34,52 F,Overcast,4,2011,14
12/13/09,Seahawks,7,Texans,34,50 F,Fog,0,2009,14
12/11/22,Buccaneers,7,49ers,35,52 F,Mostly Cloudy,7,2022,14
12/10/17,Eagles,43,Rams,35,79 F,Clear,1,2017,14
12/9/21,Steelers,28,Vikings,36,33 F,Mostly Cloudy,9,2021,14
12/10/23,Rams,31,Ravens,37,58 F,Slight Chance Thunderstorms,10,2023,14
12/12/21,Giants,21,Chargers,37,64 F,Clear,3,2021,14
12/8/13,Raiders,27,Jets,37,34 F,Overcast,5,2013,14
12/8/13,Giants,14,Chargers,37,53 F,Partly Cloudy,N/A,2013,14
12/11/11,Chiefs,10,Jets,37,40 F,Fair,4,2011,14
12/11/11,Bills,10,Chargers,37,57 F,Mostly Cloudy,5,2011,14
12/12/21,Lions,10,Broncos,38,60 F,Foggy,6,2021,14
12/8/19,Colts,35,Buccaneers,38,76 F,Clear,8,2019,14
12/11/16,Seahawks,10,Packers,38,27 F,Mostly Cloudy,2,2016,14
12/13/15,Falcons,0,Panthers,38,70 F,Mostly Cloudy,6,2015,14
,,,,,,,,,
12/13/09,Eagles,45,Giants,38,42 F,Light Rain Fog/Mist,0,2009,14
12/10/17,Ravens,38,Steelers,39,30 F,Mostly Cloudy,3,2017,14
12/8/19,Panthers,20,Falcons,40,50 F,Partly Cloudy,9,2019,14
12/11/11,Buccaneers,14,Jaguars,41,60 F,Light Rain And Breezy,21,2011,14
12/8/13,Colts,28,Bengals,42,28 F,Overcast,7,2013,14
12/10/12,Texans,14,Patriots,42,59 F,Overcast,5,2012,14
12/8/14,Falcons,37,Packers,43,32 F,Overcast,4,2014,14
12/12/21,Bears,30,Packers,45,32 F,Mostly Cloudy,10,2021,14
12/9/13,Cowboys,28,Bears,45,7 F,Overcast,9,2013,14
12/8/19,49ers,48,Saints,46,66 F,Clear,0,2019,14
12/11/11,Raiders,16,Packers,46,41 F,Fair,10,2011,14
12/13/09,Rams,7,Titans,47,51 F,Overcast,9,2009,14
12/12/21,Raiders,9,Chiefs,48,46 F,Clear,16,2021,14
12/13/09,Lions,3,Ravens,48,32 F,Light Rain,12,2009,14
12/13/15,Colts,16,Jaguars,51,77 F,Partly Cloudy,8,2015,14
12/8/13,Titans,28,Broncos,51,19 F,A Few Clouds With Haze,7,2013,14
12/9/12,Saints,27,Giants,52,43 F,Light Drizzle,3,2012,14
12/9/12,Cardinals,0,Seahawks,58,42 F,"Lt Rain, Fog",6,2012,14
12/10/20,Patriots,3,Rams,24,60 F,Clear,4,2020,14
12/13/20,Vikings,14,Buccaneers,26,75 F,Partly Cloudy,4,2020,14
12/13/20,Cardinals,26,Giants,7,59 F,Partly Cloudy,10,2020,14
12/13/20,Chiefs,33,Dolphins,27,80 F,Clear,5,2020,14
12/13/20,Titans,31,Jaguars,10,66 F,Mostly Cloudy,1,2020,14
12/13/20,Cowboys,30,Bengals,7,44 F,Overcast,1,2020,14
12/13/20,Texans,7,Bears,36,30 F,Mostly Cloudy,3,2020,14
12/13/20,Broncos,32,Panthers,27,64 F,Partly Cloudy,5,2020,14
12/13/20,Jets,3,Seahawks,40,41 F,Overcast,6,2020,14
12/13/20,Colts,44,Raiders,27,46 F,Mostly Cloudy,4,2020,14
12/13/20,Packers,31,Lions,24,35 F,Overcast,4,2020,14
12/13/20,Washington,23,49ers,15,58 F,Partly Cloudy,7,2020,14
12/13/20,Saints,21,Eagles,24,56 F,Clear,9,2020,14
12/13/20,Falcons,17,Chargers,20,68 F,Clear,2,2020,14
12/13/20,Steelers,15,Bills,26,31 F,Overcast,6,2020,14
12/14/20,Ravens,47,Browns,42,34 F,Mostly Cloudy,12,2020,14
12/9/10,Colts,30,Titans,28,41 F,Mostly Cloudy,5,2010,14
12/12/10,Bengals,7,Steelers,23,41 F,Light Rain,12,2010,14
12/12/10,Falcons,31,Panthers,10,47 F,Overcast,9,2010,14
12/12/10,Packers,3,Lions,7,33 F,Light Snow Fog/Mist,4,2010,14
12/12/10,Browns,6,Bills,13,35 F,Light Rain Fog/Mist,6,2010,14
12/12/10,Raiders,31,Jaguars,38,54 F,Rain,11,2010,14
12/12/10,Buccaneers,17,Washington,16,42 F,Overcast,15,2010,14
12/12/10,Seahawks,21,49ers,40,54 F,Fog/Mist,3,2010,14
12/12/10,Rams,13,Saints,31,50 F,Fair And Windy,32,2010,14
12/12/10,Patriots,36,Bears,7,27 F,Blizzard,37,2010,14
12/12/10,Dolphins,10,Jets,6,54 F,Mostly Cloudy,10,2010,14
12/12/10,Chiefs,0,Chargers,31,85 F,Fair,3,2010,14
12/12/10,Broncos,13,Cardinals,43,75 F,Partly Cloudy,3,2010,14
12/12/10,Eagles,30,Cowboys,27,45 F,Clear,4,2010,14
12/13/10,Giants,21,Vikings,3,11 F,Fair,19,2010,14
12/13/10,Ravens,34,Texans,28,50 F,Fair,9,2010,14
12/19/21,Saints,9,Buccaneers,0,73 F,Mostly Cloudy,4,2021,15
12/16/18,Titans,17,Giants,0,39 F,Overcast,10,2018,15
12/14/14,Bengals,30,Browns,0,45 F,Overcast,5,2014,15
12/15/13,Seahawks,23,Giants,0,40 F,A Few Clouds,11,2013,15
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,15
12/18/16,Patriots,16,Broncos,3,27 F,Clear,3,2016,15
12/19/21,Cowboys,21,Giants,6,38 F,Mostly Cloudy,12,2021,15
12/18/16,Colts,34,Vikings,6,12 F,Clear,3,2016,15
12/11/14,Cardinals,12,Rams,6,30 F,Clear,1,2014,15
12/17/23,Ravens,23,Jaguars,7,59 F,Overcast,15,2023,15
12/17/17,Rams,42,Seahawks,7,46 F,Mostly Cloudy,5,2017,15
12/16/12,Panthers,31,Chargers,7,59 F,Na,2,2012,15
12/20/09,Falcons,10,Jets,7,29 F,A Few Clouds,17,2009,15
12/20/09,Buccaneers,24,Seahawks,7,54 F,Overcast,12,2009,15
12/17/23,Falcons,7,Panthers,9,47 F,Rain,10,2023,15
12/20/21,Vikings,17,Bears,9,36 F,Mostly Cloudy,9,2021,15
12/17/18,Saints,12,Panthers,9,48 F,Clear,0,2018,15
12/19/21,Bengals,15,Broncos,10,60 F,Foggy,3,2021,15
12/15/19,Vikings,39,Chargers,10,63 F,Clear,12,2019,15
12/15/19,Bills,17,Steelers,10,31 F,Mostly Cloudy,0,2019,15
12/17/17,Ravens,27,Browns,10,34 F,Clear,1,2017,15
12/20/15,Texans,16,Colts,10,47 F,Partly Cloudy,13,2015,15
12/14/14,Broncos,22,Chargers,10,62 F,Partly Cloudy,5,2014,15
12/18/11,Washington,23,Giants,10,31 F,Fair,10,2011,15
12/20/09,Patriots,17,Bills,10,29 F,Mostly Cloudy,5,2009,15
12/14/14,Jets,16,Titans,11,49 F,Mostly Cloudy,1,2014,15
12/18/22,Giants,20,Washington,12,34 F,Clear,8,2022,15
12/21/09,Giants,45,Washington,12,35 F,Overcast,5,2009,15
12/15/22,49ers,21,Seahawks,13,39 F,Clear,5,2022,15
12/17/22,Ravens,3,Browns,13,33 F,Overcast,10,2022,15
12/15/19,Patriots,34,Bengals,13,34 F,Clear,3,2019,15
12/16/18,Washington,16,Jaguars,13,62 F,Clear,9,2018,15
12/14/17,Broncos,25,Colts,13,26 F,Clear,0,2017,15
12/17/16,Dolphins,34,Jets,13,34 F,Mostly Cloudy,3,2016,15
12/13/12,Bengals,34,Eagles,13,40 F,Fair,3,2012,15
12/16/12,Packers,21,Bears,13,43 F,Overcast,11,2012,15
,,,,,,,,,
,,,,,,,,,
12/18/11,Bengals,20,Rams,13,51 F,Fair,6,2011,15
12/18/11,Panthers,28,Texans,13,61 F,Mostly Cloudy,9,2011,15
12/20/09,Texans,16,Rams,13,27 F,Fog/Mist,8,2009,15
12/20/21,Raiders,16,Browns,14,42 F,Clear,10,2021,15
12/16/18,Lions,13,Bills,14,33 F,Light Snow,2,2018,15
12/20/15,Chiefs,34,Ravens,14,43 F,Clear,3,2015,15
12/20/15,Bengals,24,49ers,14,52 F,Mostly Cloudy,5,2015,15
12/15/13,49ers,33,Buccaneers,14,69 F,Overcast,7,2013,15
12/17/12,Jets,10,Titans,14,51 F,Overcast,11,2012,15
12/18/11,Seahawks,38,Bears,14,40 F,Partly Cloudy,12,2011,15
12/19/16,Panthers,26,Washington,15,30 F,Partly Cloudy,3,2016,15
12/15/14,Saints,31,Bears,15,42 F,Overcast,6,2014,15
12/16/12,Chiefs,0,Raiders,15,56 F,Overcast,5,2012,15
12/17/11,Cowboys,31,Buccaneers,15,67 F,Fair,6,2011,15
12/17/23,Texans,16,Titans,16,50 F,Mostly Cloudy,9,2023,15
12/18/22,Steelers,24,Panthers,16,46 F,Clear,3,2022,15
12/19/21,Texans,30,Jaguars,16,76 F,Mostly Cloudy,4,2021,15
12/15/19,Jaguars,20,Raiders,16,55 F,Clear,6,2019,15
12/15/18,Browns,17,Broncos,16,54 F,Partly Cloudy,2,2018,15
12/18/16,Raiders,19,Chargers,16,60 F,Clear,2,2016,15
12/19/15,Jets,19,Cowboys,16,50 F,Clear,7,2015,15
12/14/14,Vikings,14,Lions,16,47 F,Overcast,1,2014,15
12/16/13,Ravens,18,Lions,16,15 F,Overcast,0,2013,15
12/17/23,Chiefs,27,Patriots,17,53 F,Overcast,8,2023,15
12/18/22,Lions,20,Jets,17,38 F,Partly Cloudy,10,2022,15
12/18/22,Titans,14,Chargers,17,64 F,Clear,3,2022,15
12/15/19,Buccaneers,38,Lions,17,31 F,Mostly Cloudy,11,2019,15
12/16/18,Patriots,10,Steelers,17,41 F,Overcast,3,2018,15
12/17/17,Cowboys,20,Raiders,17,59 F,Clear,0,2017,15
12/18/16,Titans,19,Chiefs,17,2 F,Clear,2,2016,15
12/18/16,Lions,6,Giants,17,48 F,Mostly Cloudy,4,2016,15
12/20/15,Falcons,23,Jaguars,17,68 F,Clear,7,2015,15
12/20/15,Cardinals,40,Eagles,17,34 F,Clear,3,2015,15
12/14/14,Texans,10,Colts,17,47 F,Mostly Cloudy,4,2014,15
12/14/14,49ers,7,Seahawks,17,49 F,Clear,2,2014,15
12/16/12,Broncos,34,Ravens,17,64 F,Light Rain,10,2012,15
12/16/12,Seahawks,50,Bills,17,N/A,N/A,N/A,2012,15
12/19/09,Cowboys,24,Saints,17,54 F,Fair,9,2009,15
12/19/21,Titans,13,Steelers,19,33 F,Mostly Cloudy,2,2021,15
12/14/14,Buccaneers,17,Panthers,19,58 F,Clear,2,2014,15
12/18/11,Packers,14,Chiefs,19,57 F,Fair,12,2011,15
12/20/09,Raiders,20,Broncos,19,55 F,A Few Clouds,8,2009,15
12/17/23,Bears,17,Browns,20,46 F,Rain,20,2023,15
12/17/23,Buccaneers,34,Packers,20,41 F,Overcast,11,2023,15
12/18/23,Eagles,17,Seahawks,20,46 F,Rain,6,2023,15
12/18/22,Eagles,25,Bears,20,19 F,Mostly Cloudy,13,2022,15
12/21/21,Seahawks,10,Rams,20,65 F,Partly Cloudy,4,2021,15
12/16/18,Buccaneers,12,Ravens,20,43 F,Light Rain,7,2018,15
12/16/17,Bears,10,Lions,20,28 F,Mostly Cloudy,5,2017,15
12/17/17,Cardinals,15,Washington,20,47 F,Clear,0,2017,15
12/18/16,Steelers,24,Bengals,20,26 F,Mostly Cloudy,7,2016,15
12/20/15,Packers,30,Raiders,20,51 F,Overcast,10,2015,15
12/14/14,Steelers,27,Falcons,20,54 F,Clear,8,2014,15
12/14/14,Jaguars,12,Ravens,20,49 F,Mostly Cloudy,7,2014,15
12/12/13,Chargers,27,Broncos,20,39 F,A Few Clouds,6,2013,15
12/15/13,Bills,27,Jaguars,20,66 F,Overcast,8,2013,15
12/18/11,Saints,42,Vikings,20,44 F,Mostly Cloudy,13,2011,15
12/18/11,Browns,17,Cardinals,20,52 F,Mostly Cloudy,11,2011,15
12/19/11,Steelers,3,49ers,20,52 F,Mostly Sunny,5,2011,15
12/18/22,Falcons,18,Saints,21,49 F,Clear,5,2022,15
12/15/19,Texans,24,Titans,21,42 F,Overcast,4,2019,15
12/15/19,Bears,13,Packers,21,13 F,Clear,7,2019,15
12/18/17,Falcons,24,Buccaneers,21,70 F,Clear,1,2017,15
12/18/16,Jaguars,20,Texans,21,37 F,Mostly Cloudy,11,2016,15
12/14/14,Packers,13,Bills,21,34 F,Overcast,9,2014,15
12/16/12,Washington,38,Browns,21,58 F,Overcast,9,2012,15
12/15/19,Falcons,29,49ers,22,55 F,Clear,6,2019,15
12/15/18,Texans,29,Jets,22,50 F,Mostly Cloudy,8,2018,15
12/16/12,Vikings,36,Rams,22,52 F,Mostly Cloudy,4,2012,15
12/18/22,Bengals,34,Buccaneers,23,67 F,Clear,5,2022,15
12/15/19,Broncos,3,Chiefs,23,25 F,Light Snow,8,2019,15
12/16/18,Cowboys,0,Colts,23,44 F,Clear,5,2018,15
12/16/18,Eagles,30,Rams,23,65 F,Clear,3,2018,15
12/18/11,Dolphins,30,Bills,23,32 F,Light Snow,16,2011,15
12/18/11,Patriots,41,Broncos,23,59 F,A Few Clouds,11,2011,15
12/16/23,Vikings,24,Bengals,24,52 F,Clear,3,2023,15
12/17/23,Giants,6,Saints,24,57 F,Partly Cloudy,14,2023,15
12/18/22,Chiefs,30,Texans,24,49 F,Clear,11,2022,15
12/18/22,Cardinals,15,Broncos,24,37 F,Foggy,4,2022,15
12/19/22,Rams,12,Packers,24,15 F,Overcast,3,2022,15
12/15/19,Seahawks,30,Panthers,24,53 F,Clear,4,2019,15
12/16/18,Packers,17,Bears,24,40 F,Clear,5,2018,15
12/17/17,Dolphins,16,Bills,24,25 F,Overcast,0,2017,15
12/17/17,Patriots,27,Steelers,24,40 F,Rain,N/A,2017,15
12/15/16,Rams,3,Seahawks,24,35 F,Mostly Cloudy,3,2016,15
12/14/14,Washington,13,Giants,24,43 F,Overcast,7,2014,15
12/15/13,Patriots,20,Dolphins,24,85 F,Partly Cloudy,12,2013,15
,,,,,,,,,
12/16/12,Jaguars,3,Dolphins,24,78 F,A Few Clouds,9,2012,15
12/20/09,Cardinals,31,Lions,24,33 F,Fair,0,2009,15
12/17/17,Titans,23,49ers,25,60 F,Clear,2,2017,15
12/15/13,Texans,3,Colts,25,19 F,Overcast,15,2013,15
12/16/18,Seahawks,23,49ers,26,59 F,Mostly Cloudy,7,2018,15
12/18/16,Buccaneers,20,Cowboys,26,26 F,Clear,7,2016,15
12/20/09,Vikings,7,Panthers,26,38 F,A Few Clouds,4,2009,15
12/18/21,Patriots,17,Colts,27,37 F,Overcast,8,2021,15
12/21/21,Washington,17,Eagles,27,40 F,Overcast,4,2021,15
12/15/19,Eagles,37,Washington,27,51 F,Clear,11,2019,15
12/18/16,Packers,30,Bears,27,9 F,Partly Cloudy,7,2016,15
12/18/16,Eagles,26,Ravens,27,58 F,Light Rain,6,2016,15
12/21/15,Lions,35,Saints,27,66 F,Mostly Cloudy,2,2015,15
12/14/14,Cowboys,38,Eagles,27,42 F,Mostly Cloudy,6,2014,15
12/15/13,Washington,26,Falcons,27,39 F,Overcast,12,2013,15
12/15/13,Saints,16,Rams,27,33 F,A Few Clouds With Haze,5,2013,15
12/16/12,Steelers,24,Cowboys,27,72 F,Clear,6,2012,15
12/18/11,Titans,13,Colts,27,47 F,A Few Clouds,10,2011,15
12/18/11,Lions,28,Raiders,27,51 F,Mostly Cloudy,3,2011,15
12/20/09,Dolphins,24,Titans,27,35 F,Overcast,4,2009,15
12/20/09,Bengals,24,Chargers,27,70 F,Mostly Cloudy,0,2009,15
12/20/09,49ers,13,Eagles,27,34 F,A Few Clouds,18,2009,15
12/17/23,Washington,20,Rams,28,73 F,Clear,7,2023,15
12/16/21,Chiefs,34,Chargers,28,54 F,Overcast,1,2021,15
12/13/18,Chargers,29,Chiefs,28,37 F,Overcast,8,2018,15
12/17/23,49ers,45,Cardinals,29,75 F,Clear,3,2023,15
12/17/17,Eagles,34,Giants,29,34 F,Overcast,0,2017,15
12/16/12,Colts,17,Texans,29,64 F,Light Rain,10,2012,15
12/16/23,Steelers,13,Colts,30,52 F,Overcast,15,2023,15
12/17/23,Jets,0,Dolphins,30,78 F,Clear Windy,21,2023,15
12/18/22,Patriots,24,Raiders,30,46 F,Clear,3,2022,15
12/19/21,Cardinals,12,Lions,30,28 F,Partly Cloudy,6,2021,15
12/19/21,Packers,31,Ravens,30,42 F,Overcast,14,2021,15
12/16/18,Raiders,16,Bengals,30,42 F,Overcast,1,2018,15
12/16/17,Chargers,13,Chiefs,30,50 F,Clear,2,2017,15
12/20/15,Browns,13,Seahawks,30,44 F,Mostly Cloudy,8,2015,15
12/20/15,Dolphins,14,Chargers,30,60 F,Partly Cloudy,6,2015,15
12/15/13,Jets,20,Panthers,30,44 F,A Few Clouds,5,2013,15
12/15/13,Bengals,20,Steelers,30,27 F,Overcast And Breezy,18,2013,15
12/17/23,Cowboys,10,Bills,31,47 F,Rain,5,2023,15
12/19/21,Panthers,14,Bills,31,24 F,Overcast,10,2021,15
12/19/21,Jets,24,Dolphins,31,81 F,Humid And Partly Cloudy,9,2021,15
12/19/21,Falcons,13,49ers,31,46 F,Partly Cloudy,3,2021,15
12/17/17,Packers,24,Panthers,31,48 F,Partly Cloudy,1,2017,15
12/17/17,Jets,19,Saints,31,67 F,Light Rain,1,2017,15
12/17/15,Buccaneers,23,Rams,31,33 F,Mostly Cloudy,6,2015,15
12/14/14,Raiders,13,Chiefs,31,60 F,Overcast,10,2014,15
12/15/13,Bears,38,Browns,31,22 F,Light Snow,N/A,2013,15
12/15/13,Chiefs,56,Raiders,31,55 F,A Few Clouds,4,2013,15
12/17/09,Colts,35,Jaguars,31,60 F,Mostly Cloudy,12,2009,15
12/20/09,Bears,7,Ravens,31,30 F,Few Clouds,17,2009,15
12/17/22,Dolphins,29,Bills,32,25 F,Mostly Cloudy,8,2022,15
12/18/16,Browns,13,Bills,33,25 F,Mostly Cloudy,12,2016,15
12/20/15,Titans,16,Patriots,33,39 F,Clear,5,2015,15
12/16/19,Colts,7,Saints,34,74 F,Overcast,11,2019,15
12/17/17,Bengals,7,Vikings,34,24 F,Flurries,0,2017,15
12/20/15,Broncos,27,Steelers,34,36 F,Clear,3,2015,15
12/15/13,Cardinals,37,Titans,34,34 F,Overcast,5,2013,15
12/16/12,Giants,0,Falcons,34,58 F,Light Rain Fog/Mist,4,2012,15
12/16/12,49ers,41,Patriots,34,37 F,Fog/Mist,4,2012,15
12/18/11,Ravens,14,Chargers,34,55 F,Fair,4,2011,15
12/20/09,Browns,41,Chiefs,34,38 F,Fair,11,2009,15
12/20/15,Panthers,38,Giants,35,41 F,Clear,4,2015,15
12/20/15,Bills,25,Washington,35,45 F,Clear,3,2015,15
12/15/19,Dolphins,20,Giants,36,46 F,Partly Cloudy,15,2019,15
12/15/13,Packers,37,Cowboys,36,59 F,Clear,0,2013,15
12/20/09,Packers,36,Steelers,37,27 F,Overcast,5,2009,15
12/15/19,Browns,24,Cardinals,38,64 F,Clear,10,2019,15
12/20/15,Bears,17,Vikings,38,36 F,Mostly Cloudy,3,2015,15
12/16/12,Lions,10,Cardinals,38,57 F,A Few Clouds,3,2012,15
12/17/22,Colts,36,Vikings,39,17 F,Light Snow,8,2022,15
12/18/22,Cowboys,34,Jaguars,40,53 F,Clear,4,2022,15
12/16/18,Cardinals,14,Falcons,40,51 F,Overcast,5,2018,15
12/16/18,Dolphins,17,Vikings,41,39 F,Clear,7,2018,15
12/18/16,Saints,48,Cardinals,41,59 F,Clear,2,2016,15
12/18/16,49ers,13,Falcons,41,50 F,Mostly Cloudy,6,2016,15
12/14/14,Dolphins,13,Patriots,41,43 F,Clear,5,2014,15
12/16/12,Buccaneers,0,Saints,41,77 F,Mostly Cloudy,9,2012,15
12/15/11,Jaguars,14,Falcons,41,65 F,Overcast,5,2011,15
12/16/23,Broncos,17,Lions,42,45 F,Clear,6,2023,15
12/12/19,Jets,21,Ravens,42,33 F,Clear,3,2019,15
12/15/19,Rams,21,Cowboys,44,72 F,Clear,4,2019,15
12/17/17,Texans,7,Jaguars,45,68 F,Clear,2,2017,15
12/18/11,Jets,19,Eagles,45,33 F,Fair,0,2011,15
12/15/13,Eagles,30,Vikings,48,3 F,A Few Clouds,6,2013,15
12/14/23,Chargers,21,Raiders,63,60 F,Mostly Cloudy,0,2023,15
,,,,,,,,,
,,,,,,,,,
12/17/20,Chargers,30,Raiders,27,58 F,Partly Cloudy,11,2020,15
12/19/20,Bills,48,Broncos,19,46 F,Foggy,12,2020,15
12/19/20,Panthers,16,Packers,24,30 F,Overcast,2,2020,15
12/20/20,Seahawks,20,Washington,15,40 F,Overcast,9,2020,15
12/20/20,Bears,33,Vikings,27,31 F,Possible Flurries,5,2020,15
12/20/20,Patriots,12,Dolphins,22,79 F,Partly Cloudy,9,2020,15
12/20/20,Jaguars,14,Ravens,40,41 F,Overcast,7,2020,15
12/20/20,Buccaneers,31,Falcons,27,52 F,Mostly Cloudy,3,2020,15
12/20/20,49ers,33,Cowboys,41,52 F,Clear,5,2020,15
12/20/20,Lions,25,Titans,46,45 F,Overcast,4,2020,15
12/20/20,Texans,20,Colts,27,36 F,Mostly Cloudy,9,2020,15
12/20/20,Eagles,26,Cardinals,33,63 F,Clear,1,2020,15
12/20/20,Jets,23,Rams,20,75 F,Clear,2,2020,15
12/20/20,Chiefs,32,Saints,29,62 F,Partly Cloudy,8,2020,15
12/20/20,Browns,20,Giants,6,34 F,Overcast,1,2020,15
12/21/20,Steelers,17,Bengals,27,43 F,Partly Cloudy,9,2020,15
12/16/10,49ers,7,Chargers,34,59 F,Partly Cloudy,5,2010,15
12/19/10,Bills,17,Dolphins,14,65 F,Fair,18,2010,15
12/19/10,Eagles,38,Giants,31,33 F,Fair,5,2010,15
12/19/10,Washington,30,Cowboys,33,48 F,Clear,17,2010,15
12/19/10,Browns,17,Bengals,19,28 F,Overcast,8,2010,15
12/19/10,Jaguars,24,Colts,34,24 F,Fog/Mist,9,2010,15
12/19/10,Texans,17,Titans,31,35 F,Fair,3,2010,15
12/19/10,Saints,24,Ravens,30,23 F,Decreasing Clouds,11,2010,15
12/19/10,Chiefs,27,Rams,13,33 F,Mostly Cloudy,4,2010,15
12/19/10,Cardinals,12,Panthers,19,42 F,Partly Cloudy,4,2010,15
12/19/10,Lions,23,Buccaneers,20,54 F,Overcast,13,2010,15
12/19/10,Falcons,34,Seahawks,18,45 F,Partly Cloudy,0,2010,15
12/19/10,Broncos,23,Raiders,39,55 F,Light Rain,17,2010,15
12/19/10,Jets,22,Steelers,17,25 F,Overcast,8,2010,15
12/19/10,Packers,27,Patriots,31,32 F,Overcast,6,2010,15
12/20/10,Bears,40,Vikings,14,22 F,Light Snow Fog/Mist,17,2010,15
12/23/17,Vikings,16,Packers,0,9 F,Clear,1,2017,16
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,16
12/27/09,Cowboys,17,Washington,0,38 F,Fair,6,2009,16
12/22/22,Jaguars,19,Jets,3,43 F,Overcast,14,2022,16
12/26/22,Chargers,20,Colts,3,21 F,Overcast,2,2022,16
12/27/21,Dolphins,20,Saints,3,74 F,Clear,4,2021,16
12/22/19,Chiefs,26,Bears,3,42 F,Clear,10,2019,16
12/21/14,Packers,20,Buccaneers,3,76 F,Mostly Cloudy,4,2014,16
12/26/21,Buccaneers,32,Panthers,6,69 F,Clear,3,2021,16
12/25/17,Steelers,34,Texans,6,51 F,Mostly Cloudy,4,2017,16
12/27/15,Texans,34,Titans,6,72 F,Mostly Cloudy,10,2015,16
