Game Date,Home Team,Home Team Score,Away Team,Away Team Score,temperature,weather,wind,season,week
9/19/22,Vikings,7,Eagles,24,74 F,Partly Cloudy,3,2022,2
9/19/21,Rams,27,Colts,24,84 F,Mostly Cloudy,6,2021,2
9/15/19,Eagles,20,Falcons,24,84 F,Partly Cloudy,2,2019,2
9/17/18,Seahawks,17,Bears,24,80 F,Clear,2,2018,2
9/17/17,Browns,10,Ravens,24,78 F,Mostly Cloudy,1,2017,2
9/18/16,Bengals,16,Steelers,24,71 F,Humid And Mostly Cloudy,3,2016,2
9/17/15,Broncos,31,Chiefs,24,80 F,Mostly Cloudy,8,2015,2
9/20/15,Texans,17,Panthers,24,88 F,Partly Cloudy,2,2015,2
9/20/15,Chargers,19,Bengals,24,73 F,Partly Cloudy,6,2015,2
9/20/15,Rams,10,Washington,24,75 F,Partly Cloudy,6,2015,2
9/14/14,Falcons,10,Bengals,24,68 F,A Few Clouds,4,2014,2
9/14/14,Lions,7,Panthers,24,68 F,Overcast,7,2014,2
9/14/14,Chiefs,17,Broncos,24,82 F,Showers In Vicinity,14,2014,2
9/15/13,Panthers,23,Bills,24,66 F,Mostly Cloudy,10,2013,2
9/16/12,Ravens,23,Eagles,24,74 F,Fair,13,2012,2
9/18/11,Seahawks,0,Steelers,24,63 F,Overcast,9,2011,2
9/18/11,Cowboys,27,49ers,24,72 F,Fair,6,2011,2
9/18/11,Bengals,22,Broncos,24,73 F,Partly Cloudy,6,2011,2
9/20/09,Bengals,31,Packers,24,68 F,Mostly Cloudy,6,2009,2
9/17/23,Packers,24,Falcons,25,75 F,Mostly Cloudy,11,2023,2
9/15/13,Lions,21,Cardinals,25,102 F,A Few Clouds,4,2013,2
9/15/24,Bengals,25,Chiefs,26,88 F,Mostly Cloudy,7,2024,2
9/18/23,Browns,22,Steelers,26,63 F,Clear,6,2023,2
9/19/21,Saints,7,Panthers,26,85 F,Mostly Cloudy,6,2021,2
9/20/20,Broncos,21,Steelers,26,64 F,Clear,2,2020,2
9/15/19,Seahawks,28,Steelers,26,78 F,Clear,1,2019,2
9/17/17,Vikings,9,Steelers,26,78 F,Clear,0,2017,2
9/20/15,Lions,16,Vikings,26,70 F,Partly Cloudy,12,2015,2
9/11/14,Steelers,6,Ravens,26,80 F,Mostly Cloudy,0,2014,2
9/14/14,Saints,24,Browns,26,62 F,Mostly Cloudy,5,2014,2
9/18/11,Ravens,13,Titans,26,79 F,Mostly Cloudy,0,2011,2
9/20/09,Ravens,31,Chargers,26,81 F,Fair,8,2009,2
9/17/23,Bears,17,Buccaneers,27,87 F,Partly Cloudy,6,2023,2
9/15/22,Chargers,24,Chiefs,27,79 F,Mostly Cloudy,8,2022,2
9/18/22,Seahawks,7,49ers,27,68 F,Drizzle,13,2022,2
9/18/22,Bears,10,Packers,27,72 F,Mostly Cloudy,6,2022,2
9/15/19,Saints,9,Rams,27,84 F,Partly Cloudy,5,2019,2
9/16/18,Eagles,21,Buccaneers,27,89 F,Humid And Partly Cloudy,8,2018,2
9/17/17,Eagles,20,Chiefs,27,65 F,Overcast,3,2017,2
9/20/15,Seahawks,17,Packers,27,54 F,Clear,6,2015,2
9/15/14,Eagles,30,Colts,27,57 F,Light Drizzle Fog/Mist,6,2014,2
9/16/12,Cowboys,7,Seahawks,27,71 F,Fair,6,2012,2
9/16/12,Jets,10,Steelers,27,71 F,Fair,5,2012,2
9/16/12,Lions,19,49ers,27,62 F,Fair,N/A,2012,2
9/17/12,Broncos,21,Falcons,27,72 F,Light Rain,7,2012,2
9/20/09,Browns,6,Broncos,27,82 F,Partly Cloudy,17,2009,2
9/17/23,Giants,31,Cardinals,28,93 F,Clear,0,2023,2
9/20/20,Bills,31,Dolphins,28,89 F,Humid And Partly Cloudy,7,2020,2
9/20/20,Vikings,11,Colts,28,68 F,Clear,10,2020,2
9/18/16,Falcons,35,Raiders,28,83 F,Clear,3,2016,2
9/20/15,Titans,14,Browns,28,66 F,Partly Cloudy,11,2015,2
9/19/11,Rams,16,Giants,28,68 F,A Few Clouds With Haze,6,2011,2
9/20/09,Panthers,20,Falcons,28,75 F,Fog/Mist,6,2009,2
9/16/18,Vikings,29,Packers,29,78 F,Partly Cloudy,5,2018,2
9/17/17,Bears,7,Buccaneers,29,88 F,Clear,4,2017,2
9/14/14,Dolphins,10,Bills,29,61 F,Mostly Cloudy,4,2014,2
9/15/13,49ers,3,Seahawks,29,64 F,"Thunder, Lt Rain",6,2013,2
9/17/23,Jets,10,Cowboys,30,86 F,Clear,9,2023,2
9/18/22,Jets,31,Browns,30,81 F,Clear,11,2022,2
9/16/21,Giants,29,Washington,30,72 F,Overcast,4,2021,2
9/19/21,Titans,33,Seahawks,30,62 F,Mostly Cloudy,8,2021,2
9/20/20,Washington,15,Cardinals,30,100 F,Clear,3,2020,2
9/16/18,Lions,27,49ers,30,72 F,Clear,5,2018,2
9/14/14,Seahawks,21,Chargers,30,85 F,Sunny,N/A,2014,2
9/15/13,Titans,24,Texans,30,91 F,Mostly Cloudy,9,2013,2
9/15/13,Chargers,33,Eagles,30,72 F,Mostly Cloudy,7,2013,2
9/18/11,Bears,13,Saints,30,87 F,Partly Cloudy,11,2011,2
9/17/23,Seahawks,37,Lions,31,72 F,Clear,5,2023,2
9/18/22,Falcons,27,Rams,31,74 F,Mostly Cloudy,7,2022,2
9/19/21,Texans,21,Browns,31,75 F,Clear,8,2021,2
,,,,,,,,,
9/20/20,Panthers,17,Buccaneers,31,87 F,Humid And Mostly Cloudy,14,2020,2
9/16/18,Panthers,24,Falcons,31,79 F,Drizzle,5,2018,2
9/16/18,Patriots,20,Jaguars,31,93 F,Drizzle,7,2018,2
9/15/16,Jets,37,Bills,31,54 F,Clear,2,2016,2
9/18/16,Dolphins,24,Patriots,31,78 F,Partly Cloudy,6,2016,2
9/14/14,Jets,24,Packers,31,63 F,Fair,11,2014,2
9/15/13,Rams,24,Falcons,31,81 F,Mostly Cloudy,0,2013,2
9/15/13,Vikings,30,Bears,31,62 F,Light Rain,0,2013,2
9/16/12,Washington,28,Rams,31,73 F,Overcast,7,2012,2
9/20/09,Texans,34,Titans,31,76 F,Overcast,10,2009,2
9/20/09,Giants,33,Cowboys,31,88 F,Partly Cloudy,6,2009,2
9/20/15,Patriots,40,Bills,32,62 F,Clear,4,2015,2
9/18/11,Jaguars,3,Jets,32,71 F,Fair,4,2011,2
9/17/23,Washington,35,Broncos,33,79 F,Clear,0,2023,2
9/20/20,Jaguars,30,Titans,33,73 F,Clear,5,2020,2
9/20/09,Buccaneers,20,Bills,33,75 F,Partly Cloudy,0,2009,2
9/14/23,Vikings,28,Eagles,34,72 F,Clear,13,2023,2
9/19/21,Vikings,33,Cardinals,34,95 F,Clear,4,2021,2
9/13/18,Ravens,23,Bengals,34,75 F,Clear,0,2018,2
9/16/18,Cardinals,0,Rams,34,85 F,Clear,4,2018,2
9/17/17,Packers,23,Falcons,34,73 F,Clear,1,2017,2
9/18/16,Colts,20,Broncos,34,86 F,Clear,1,2016,2
9/16/12,Browns,27,Bengals,34,76 F,Fair,3,2012,2
9/20/21,Lions,17,Packers,35,72 F,Mostly Cloudy,13,2021,2
9/17/20,Bengals,30,Browns,35,64 F,Clear,6,2020,2
9/20/20,Patriots,30,Seahawks,35,68 F,Partly Cloudy,3,2020,2
9/16/12,Chiefs,17,Bills,35,68 F,Mostly Cloudy,13,2012,2
9/16/12,Saints,27,Panthers,35,70 F,Overcast,3,2012,2
9/16/12,Raiders,13,Dolphins,35,83 F,Mostly Cloudy,7,2012,2
9/18/11,Chargers,21,Patriots,35,63 F,Fair,11,2011,2
9/18/11,Eagles,31,Falcons,35,69 F,Mostly Cloudy,10,2011,2
9/18/22,Washington,27,Lions,36,81 F,Mostly Cloudy,11,2022,2
9/19/21,Chiefs,35,Ravens,36,72 F,Clear,4,2021,2
9/16/18,Chiefs,42,Steelers,37,79 F,Mostly Cloudy,7,2018,2
9/20/15,Ravens,33,Raiders,37,89 F,Dry And Partly Cloudy,7,2015,2
9/17/23,Raiders,10,Bills,38,70 F,Mostly Cloudy,6,2023,2
9/18/22,Dolphins,42,Ravens,38,81 F,Clear,6,2022,2
9/18/16,Jaguars,14,Chargers,38,78 F,Clear,5,2016,2
9/15/13,Washington,20,Packers,38,62 F,Overcast,3,2013,2
9/16/12,Titans,10,Chargers,38,80 F,Fair,N/A,2012,2
9/18/11,Raiders,35,Bills,38,66 F,Partly Cloudy,0,2011,2
9/20/20,Falcons,39,Cowboys,40,73 F,Clear,7,2020,2
9/18/16,Buccaneers,7,Cardinals,40,101 F,Clear,1,2016,2
9/15/24,Rams,10,Cardinals,41,99 F,Clear,8,2024,2
9/19/22,Titans,7,Bills,41,66 F,Mostly Cloudy,10,2022,2
9/14/14,Jaguars,10,Washington,41,67 F,Fair,4,2014,2
9/16/12,Buccaneers,34,Giants,41,75 F,Mostly Cloudy,8,2012,2
9/20/20,Lions,21,Packers,42,67 F,Clear,11,2020,2
9/17/17,Cowboys,17,Broncos,42,69 F,Partly Cloudy,1,2017,2
9/20/15,49ers,18,Steelers,43,69 F,Clear,2,2015,2
9/17/17,Jets,20,Raiders,45,70 F,Clear,3,2017,2
9/18/16,49ers,27,Panthers,46,85 F,Partly Cloudy,3,2016,2
9/19/21,Falcons,25,Buccaneers,48,86 F,Humid And Overcast,4,2021,2
9/18/11,Chiefs,3,Lions,48,66 F,Fair,12,2011,2
9/21/20,Saints,24,Raiders,34,95 F,Clear,13,2020,2
9/19/10,Ravens,10,Bengals,15,73 F,Fair,0,2010,2
9/19/10,Buccaneers,20,Panthers,7,84 F,Mostly Cloudy,4,2010,2
9/19/10,Bills,7,Packers,34,58 F,Partly Cloudy,5,2010,2
9/19/10,Dolphins,14,Vikings,10,56 F,Overcast,6,2010,2
9/19/10,Bears,27,Cowboys,20,88 F,Clear,0,2010,2
9/19/10,Eagles,35,Lions,32,63 F,Fair,6,2010,2
9/19/10,Cardinals,7,Falcons,41,84 F,Fair,6,2010,2
9/19/10,Chiefs,16,Browns,14,63 F,Overcast,15,2010,2
9/19/10,Steelers,19,Titans,11,84 F,A Few Clouds,0,2010,2
9/19/10,Seahawks,14,Broncos,31,90 F,Clear,8,2010,2
9/19/10,Rams,14,Raiders,16,71 F,Mostly Cloudy,4,2010,2
9/19/10,Patriots,14,Jets,28,82 F,Mostly Cloudy,6,2010,2
9/19/10,Texans,30,Washington,27,82 F,Fair,4,2010,2
9/19/10,Jaguars,13,Chargers,38,74 F,Fair,5,2010,2
9/19/10,Giants,14,Colts,38,80 F,Partly Cloudy,3,2010,2
9/20/10,Saints,25,49ers,22,72 F,A Few Clouds And Breezy,20,2010,2
11/14/24,Washington,7,Eagles,0,46 F,Overcast,13,2010,3
9/27/09,Giants,24,Buccaneers,0,89 F,Partly Cloudy,9,2009,3
9/24/23,Bills,37,Washington,3,65 F,Overcast,0,2023,3
9/23/12,Falcons,27,Chargers,3,83 F,Na,5,2012,3
9/27/09,Broncos,23,Raiders,3,77 F,Fair,5,2009,3
9/23/18,Bills,27,Vikings,6,69 F,Clear,6,2018,3
9/23/18,Titans,9,Jaguars,6,87 F,Mostly Cloudy,5,2018,3
9/27/15,Steelers,12,Rams,6,76 F,Mostly Cloudy,4,2015,3
9/22/24,Broncos,26,Buccaneers,7,85 F,Partly Cloudy,5,2024,3
9/22/13,Colts,27,49ers,7,64 F,Na,0,2013,3
9/20/12,Giants,36,Panthers,7,67 F,Partly Cloudy,0,2012,3
9/25/11,Ravens,37,Rams,7,64 F,Overcast,8,2011,3
9/27/09,Saints,27,Bills,7,66 F,Mostly Cloudy,8,2009,3
9/25/22,Eagles,24,Washington,8,75 F,Mostly Cloudy,9,2022,3
9/25/11,49ers,13,Bengals,8,75 F,Partly Cloudy,4,2011,3
9/23/21,Panthers,24,Texans,9,77 F,Clear,6,2021,3
9/24/23,Patriots,15,Jets,10,63 F,Rain,11,2023,3
,,,,,,,,,
,,,,,,,,,
9/25/22,Jaguars,38,Chargers,10,82 F,Clear,7,2022,3
9/26/21,Bengals,24,Steelers,10,69 F,Clear,8,2021,3
9/24/17,Chiefs,24,Chargers,10,81 F,Clear,4,2017,3
9/25/16,Raiders,17,Titans,10,89 F,Clear,3,2016,3
9/25/16,Vikings,22,Panthers,10,84 F,Mostly Cloudy,2,2016,3
9/21/14,Chargers,22,Bills,10,72 F,Partly Cloudy,16,2014,3
9/27/09,Colts,31,Cardinals,10,106 F,A Few Clouds,6,2009,3
9/25/23,Eagles,25,Buccaneers,11,87 F,Mostly Cloudy,6,2023,3
9/25/22,49ers,10,Broncos,11,73 F,Foggy,6,2022,3
9/22/24,Eagles,15,Saints,12,87 F,Mostly Cloudy,7,2024,3
9/25/22,Bengals,27,Jets,12,70 F,Mostly Cloudy,8,2022,3
9/25/22,Rams,20,Cardinals,12,102 F,Clear,3,2022,3
9/25/22,Packers,14,Buccaneers,12,89 F,Humid And Partly Cloudy,4,2022,3
9/27/15,Broncos,24,Lions,12,67 F,Mostly Cloudy,7,2015,3
9/22/24,Lions,20,Cardinals,13,91 F,Mostly Cloudy,11,2024,3
9/26/21,Saints,28,Patriots,13,72 F,Clear,9,2021,3
9/22/19,Rams,20,Browns,13,82 F,Clear,5,2019,3
9/24/17,Saints,34,Panthers,13,81 F,Clear,4,2017,3
9/25/11,Cardinals,10,Seahawks,13,66 F,Overcast,13,2011,3
9/22/24,Packers,30,Titans,14,88 F,Mostly Cloudy,11,2024,3
9/26/21,Falcons,17,Giants,14,70 F,Clear,12,2021,3
9/23/18,Bears,16,Cardinals,14,100 F,Clear,4,2018,3
9/27/15,Bills,41,Dolphins,14,80 F,Mostly Cloudy,0,2015,3
9/23/12,Bills,24,Browns,14,51 F,Overcast,6,2012,3
9/24/12,Packers,12,Seahawks,14,69 F,Partly Cloudy,7,2012,3
9/22/24,Giants,21,Browns,15,80 F,Clear,6,2024,3
9/23/19,Bears,31,Washington,15,82 F,Overcast,3,2019,3
9/21/14,Chiefs,34,Dolphins,15,84 F,Fair,8,2014,3
9/26/22,Cowboys,23,Giants,16,66 F,Clear,7,2022,3
9/21/14,Raiders,9,Patriots,16,78 F,A Few Clouds,7,2014,3
9/19/13,Chiefs,26,Eagles,16,64 F,Fair,5,2013,3
9/23/12,Buccaneers,10,Cowboys,16,88 F,Clear,0,2012,3
9/25/11,Jaguars,10,Panthers,16,75 F,Light Rain,9,2011,3
9/25/11,Giants,29,Eagles,16,79 F,Partly Cloudy,4,2011,3
9/25/11,Falcons,13,Buccaneers,16,79 F,Overcast,3,2011,3
9/22/24,Chiefs,22,Falcons,17,86 F,Clear,8,2024,3
9/24/23,Texans,37,Jaguars,17,84 F,Clear,6,2023,3
9/26/21,Ravens,19,Lions,17,65 F,Partly Cloudy,8,2021,3
9/25/17,Cowboys,28,Cardinals,17,85 F,Clear,2,2017,3
9/25/16,Ravens,19,Jaguars,17,87 F,Partly Cloudy,4,2016,3
9/25/16,Broncos,29,Bengals,17,82 F,Clear,0,2016,3
9/27/15,Eagles,24,Jets,17,70 F,Partly Cloudy,5,2015,3
9/21/14,Colts,44,Jaguars,17,85 F,Fair,5,2014,3
9/23/12,Jaguars,22,Colts,17,60 F,Mostly Cloudy,10,2012,3
9/25/11,Dolphins,16,Browns,17,77 F,Mostly Cloudy,3,2011,3
9/25/11,Broncos,14,Titans,17,78 F,Partly Cloudy,9,2011,3
9/25/11,Packers,27,Bears,17,63 F,Mostly Cloudy,8,2011,3
9/27/09,Packers,36,Rams,17,67 F,Fair,3,2009,3
9/24/23,Saints,17,Packers,18,68 F,Mostly Cloudy,9,2023,3
9/24/23,Steelers,23,Raiders,18,87 F,Clear,8,2023,3
9/26/11,Washington,16,Cowboys,18,86 F,Clear,4,2011,3
9/24/23,Colts,22,Ravens,19,68 F,Likely Rain,7,2023,3
9/25/23,Rams,16,Bengals,19,68 F,Clear,5,2023,3
9/26/21,Cardinals,31,Jaguars,19,82 F,Clear,7,2021,3
9/27/15,Buccaneers,9,Texans,19,75 F,Mostly Cloudy,8,2015,3
9/21/14,Packers,7,Lions,19,64 F,Overcast,6,2014,3
9/21/14,Steelers,37,Panthers,19,74 F,Overcast,3,2014,3
9/22/14,Bears,27,Jets,19,56 F,Fair,4,2014,3
9/27/09,Washington,14,Lions,19,66 F,Partly Cloudy,5,2009,3
9/27/09,Bears,25,Seahawks,19,61 F,Fair,8,2009,3
9/22/24,Chargers,10,Steelers,20,72 F,Clear,8,2024,3
9/24/23,Falcons,6,Lions,20,71 F,Clear,9,2023,3
9/25/22,Chiefs,17,Colts,20,68 F,Partly Cloudy,13,2022,3
9/19/19,Titans,7,Jaguars,20,73 F,Mostly Cloudy,7,2019,3
9/22/19,Panthers,38,Cardinals,20,94 F,Clear,2,2019,3
9/22/19,Texans,27,Chargers,20,84 F,Partly Cloudy,4,2019,3
9/23/18,Colts,16,Eagles,20,61 F,Rain,3,2018,3
9/24/17,Dolphins,6,Jets,20,87 F,Clear,1,2017,3
9/27/15,Raiders,27,Browns,20,75 F,Mostly Cloudy,10,2015,3
9/21/14,Vikings,9,Saints,20,87 F,Partly Cloudy,11,2014,3
9/22/13,Chargers,17,Titans,20,76 F,Fair,7,2013,3
9/22/13,Lions,27,Washington,20,71 F,Overcast,11,2013,3
9/23/12,Jets,23,Dolphins,20,79 F,Thunderstorm In Vicinity Light Rain Fog/Mist,6,2012,3
9/25/11,Chiefs,17,Chargers,20,71 F,Partly Cloudy,9,2011,3
9/25/11,Steelers,23,Colts,20,57 F,Light Rain,11,2011,3
9/22/24,Bears,16,Colts,21,71 F,Rain,7,2024,3
9/25/22,Bills,19,Dolphins,21,88 F,Humid,6,2022,3
9/22/19,Bengals,17,Bills,21,79 F,Mostly Cloudy,9,2019,3
9/20/18,Jets,17,Browns,21,78 F,Humid,3,2018,3
9/21/14,Ravens,23,Browns,21,69 F,Partly Cloudy And Breezy,19,2014,3
9/28/09,Panthers,7,Cowboys,21,81 F,Clear,13,2009,3
9/22/24,Panthers,36,Raiders,22,85 F,Clear,5,2024,3
9/25/22,Saints,14,Panthers,22,68 F,Mostly Cloudy,6,2022,3
9/23/18,Giants,27,Texans,22,79 F,Mostly Cloudy,7,2018,3
9/25/22,Texans,20,Bears,23,65 F,Mostly Cloudy,11,2022,3
9/25/22,Falcons,27,Seahawks,23,72 F,Clear,6,2022,3
9/24/17,Steelers,17,Bears,23,87 F,Clear,3,2017,3
9/21/14,49ers,14,Cardinals,23,97 F,Partly Cloudy,3,2014,3
9/22/13,Buccaneers,3,Patriots,23,72 F,Fair,12,2013,3
9/22/13,Bears,40,Steelers,23,52 F,Overcast,4,2013,3
9/23/12,Rams,6,Bears,23,58 F,Mostly Cloudy,9,2012,3
9/25/11,Lions,26,Vikings,23,63 F,Mostly Cloudy,6,2011,3
9/27/09,Dolphins,13,Chargers,23,78 F,Fair,8,2009,3
9/27/09,Steelers,20,Bengals,23,63 F,Overcast,8,2009,3
9/19/24,Patriots,3,Jets,24,79 F,Clear,3,2024,3
9/22/24,Dolphins,3,Seahawks,24,66 F,Clear,0,2024,3
9/24/23,Chargers,28,Vikings,24,66 F,Mostly Cloudy,10,2023,3
9/25/22,Raiders,22,Titans,24,77 F,Mostly Cloudy,9,2022,3
9/26/21,Chargers,30,Chiefs,24,79 F,Clear,17,2021,3
9/22/19,Lions,27,Eagles,24,86 F,Clear,5,2019,3
9/22/19,Steelers,20,49ers,24,82 F,Partly Cloudy,6,2019,3
9/23/18,Cowboys,13,Seahawks,24,62 F,Partly Cloudy,1,2018,3
9/25/16,Jets,3,Chiefs,24,65 F,Mostly Cloudy,6,2016,3
9/27/15,Bengals,28,Ravens,24,73 F,Mostly Cloudy,8,2015,3
9/23/12,49ers,13,Vikings,24,56 F,A Few Clouds,7,2012,3
9/23/12,Chiefs,27,Saints,24,89 F,Fair,6,2012,3
9/27/09,Titans,17,Jets,24,66 F,Light Rain Fog/Mist,10,2009,3
9/27/09,Jaguars,31,Texans,24,84 F,Partly Cloudy,5,2009,3
9/22/24,Ravens,28,Cowboys,25,91 F,Clear,6,2024,3
9/26/21,Colts,16,Titans,25,72 F,Clear,3,2021,3
9/23/12,Texans,31,Broncos,25,86 F,Partly Cloudy,11,2012,3
9/25/22,Ravens,37,Patriots,26,67 F,Mostly Cloudy,8,2022,3
9/26/21,Bears,6,Browns,26,71 F,Clear,14,2021,3
9/26/21,Jets,0,Broncos,26,87 F,Foggy,6,2021,3
9/23/18,Patriots,10,Lions,26,63 F,Clear,5,2018,3
9/24/17,Broncos,16,Bills,26,84 F,Clear,4,2017,3
9/24/17,Falcons,30,Lions,26,85 F,Clear,4,2017,3
9/25/16,Chargers,22,Colts,26,86 F,Partly Cloudy,4,2016,3
9/27/15,Bears,0,Seahawks,26,62 F,Clear,7,2015,3
9/21/14,Broncos,20,Seahawks,26,83 F,Fair,6,2014,3
9/27/09,Falcons,10,Patriots,26,64 F,Light Rain,8,2009,3
9/22/24,49ers,24,Rams,27,70 F,Clear,6,2024,3
9/24/23,Titans,3,Browns,27,68 F,Overcast,5,2023,3
9/22/19,Falcons,24,Colts,27,83 F,Clear,11,2019,3
9/22/19,Broncos,16,Packers,27,69 F,Overcast,5,2019,3
9/22/19,Saints,33,Seahawks,27,62 F,Drizzle,7,2019,3
9/23/18,Broncos,14,Ravens,27,62 F,Light Rain,4,2018,3
9/24/18,Steelers,30,Buccaneers,27,77 F,Humid And Mostly Cloudy,3,2018,3
9/24/17,Giants,24,Eagles,27,87 F,Clear,2,2017,3
9/24/17,Bengals,24,Packers,27,88 F,Clear,7,2017,3
9/24/17,Raiders,10,Washington,27,73 F,Clear,0,2017,3
9/22/16,Texans,0,Patriots,27,68 F,Clear,3,2016,3
9/25/16,Washington,29,Giants,27,67 F,Clear,4,2016,3
9/27/15,Saints,22,Panthers,27,67 F,Overcast,8,2015,3
9/22/13,Browns,31,Vikings,27,70 F,Fair,16,2013,3
9/22/13,Falcons,23,Dolphins,27,85 F,Fair,4,2013,3
9/22/13,Bills,20,Jets,27,64 F,Mostly Cloudy,9,2013,3
9/23/12,Eagles,6,Cardinals,27,99 F,Mostly Cloudy,0,2012,3
9/27/09,49ers,24,Vikings,27,65 F,Partly Cloudy,15,2009,3
9/24/23,Cowboys,16,Cardinals,28,93 F,Clear,5,2023,3
9/25/22,Lions,24,Vikings,28,66 F,Clear,9,2022,3
9/26/21,Packers,30,49ers,28,66 F,Clear,7,2021,3
9/23/18,Raiders,20,Dolphins,28,88 F,Humid And Partly Cloudy,6,2018,3
9/27/15,Falcons,39,Cowboys,28,89 F,Clear,4,2015,3
9/22/22,Steelers,17,Browns,29,60 F,Mostly Cloudy,17,2022,3
9/21/23,Giants,12,49ers,30,76 F,Clear,10,2023,3
9/26/21,Seahawks,17,Vikings,30,78 F,Mostly Cloudy,4,2021,3
9/22/19,Jets,14,Patriots,30,82 F,Clear,8,2019,3
9/25/16,Browns,24,Dolphins,30,85 F,Partly Cloudy,7,2016,3
9/21/14,Texans,17,Giants,30,76 F,Fog/Mist,0,2014,3
9/22/13,Texans,9,Ravens,30,72 F,Mostly Clear,0,2013,3
9/26/21,Dolphins,28,Raiders,31,87 F,Clear,3,2021,3
9/22/19,Dolphins,6,Cowboys,31,86 F,Mostly Cloudy,10,2019,3
9/22/19,Giants,32,Buccaneers,31,89 F,Partly Cloudy,8,2019,3
9/23/18,Packers,17,Washington,31,63 F,Light Rain,4,2018,3
9/23/18,Bengals,21,Panthers,31,81 F,Mostly Cloudy,1,2018,3
9/24/17,Browns,28,Colts,31,87 F,Clear,2,2017,3
9/25/16,Bears,17,Cowboys,31,75 F,Humid And Mostly Cloudy,4,2016,3
9/27/15,Chargers,14,Vikings,31,80 F,Clear,13,2015,3
9/21/14,Cowboys,34,Rams,31,78 F,A Few Clouds,15,2014,3
9/22/13,Rams,7,Cowboys,31,79 F,Clear,6,2013,3
9/22/13,Cardinals,7,Saints,31,79 F,Mostly Cloudy,10,2013,3
9/23/12,Bengals,38,Washington,31,67 F,Fair,10,2012,3
9/23/12,Patriots,30,Ravens,31,54 F,Overcast,0,2012,3
9/25/16,Rams,37,Buccaneers,32,89 F,Partly Cloudy,3,2016,3
9/26/16,Falcons,45,Saints,32,82 F,Light Rain,0,2016,3
9/24/15,Washington,21,Giants,32,66 F,Clear,2,2015,3
9/23/24,Washington,38,Bengals,33,70 F,Rain,0,2024,3
9/22/19,Ravens,28,Chiefs,33,69 F,Overcast,3,2019,3
9/24/17,Seahawks,27,Titans,33,88 F,Clear,2,2017,3
9/25/16,Cardinals,18,Bills,33,62 F,Clear,1,2016,3
9/27/15,Colts,35,Titans,33,77 F,Mostly Cloudy,4,2015,3
9/21/14,Titans,7,Bengals,33,79 F,Fair,14,2014,3
9/22/24,Texans,7,Vikings,34,66 F,Partly Cloudy,13,2024,3
9/26/21,Buccaneers,24,Rams,34,66 F,Mostly Cloudy,5,2021,3
9/22/19,Raiders,14,Vikings,34,64 F,Mostly Cloudy,5,2019,3
,,,,,,,,,
9/24/17,Buccaneers,17,Vikings,34,83 F,Clear,7,2017,3
9/25/16,Lions,27,Packers,34,72 F,Mostly Cloudy,10,2016,3
9/25/16,Steelers,3,Eagles,34,71 F,Clear,1,2016,3
9/22/13,Packers,30,Bengals,34,67 F,Fair,7,2013,3
9/23/12,Steelers,31,Raiders,34,68 F,Mostly Cloudy,15,2012,3
9/25/11,Patriots,31,Bills,34,81 F,Partly Cloudy,9,2011,3
9/25/11,Jets,24,Raiders,34,69 F,Mostly Cloudy,9,2011,3
9/27/09,Chiefs,14,Eagles,34,68 F,Fog/Mist,4,2009,3
9/27/09,Browns,3,Ravens,34,71 F,Light Rain,N/A,2009,3
9/23/18,Chargers,23,Rams,35,79 F,Clear,4,2018,3
9/24/17,Texans,33,Patriots,36,84 F,Clear,0,2017,3
9/24/23,Panthers,27,Seahawks,37,60 F,Clear,0,2023,3
9/23/18,Saints,43,Falcons,37,85 F,Partly Cloudy,3,2018,3
9/25/16,49ers,18,Seahawks,37,69 F,Partly Cloudy,2,2016,3
9/21/14,Washington,34,Eagles,37,76 F,Mostly Cloudy,4,2014,3
9/23/13,Raiders,21,Broncos,37,57 F,Partly Cloudy,15,2013,3
9/23/18,49ers,27,Chiefs,38,72 F,Clear,4,2018,3
9/28/15,Chiefs,28,Packers,38,62 F,Overcast,3,2015,3
9/22/13,Giants,0,Panthers,38,77 F,Partly Cloudy,10,2013,3
9/21/17,Rams,41,49ers,39,65 F,Clear,5,2017,3
9/25/11,Texans,33,Saints,40,90 F,Mostly Sunny,11,2011,3
9/24/23,Bears,10,Chiefs,41,82 F,Clear,0,2023,3
9/27/21,Eagles,21,Cowboys,41,84 F,Clear,6,2021,3
9/26/21,Washington,21,Bills,43,61 F,Clear,15,2021,3
9/24/17,Ravens,7,Jaguars,44,70 F,Partly Cloudy,7,2017,3
9/23/12,Lions,41,Titans,44,68 F,A Few Clouds,8,2012,3
9/22/13,Jaguars,17,Seahawks,45,61 F,Mostly Cloudy,15,2013,3
9/23/24,Jaguars,10,Bills,47,68 F,Mostly Cloudy,7,2024,3
9/27/15,49ers,7,Cardinals,47,102 F,Clear,3,2015,3
9/27/15,Jaguars,17,Patriots,51,70 F,Clear,3,2015,3
9/18/14,Buccaneers,14,Falcons,56,73 F,Mostly Cloudy,3,2014,3
9/24/23,Broncos,20,Dolphins,70,86 F,Clear,5,2023,3
9/24/20,Dolphins,31,Jaguars,13,80 F,Humid,8,2020,3
9/27/20,Texans,21,Steelers,28,76 F,Clear,3,2020,3
9/27/20,Bengals,23,Eagles,23,76 F,Mostly Cloudy,3,2020,3
9/27/20,49ers,36,Giants,9,77 F,Partly Cloudy,4,2020,3
9/27/20,Raiders,20,Patriots,36,76 F,Mostly Cloudy,7,2020,3
